ID	SUBJECT	SESSION	ROW	C_CHAT	C_CLAUSES	C_NP	CONTEXT
10420800837	42	8	837	yeah but what +...	0	0	
10420800838	42	8	838	I got the turtles .	1	2	
10420800841	42	8	841	no .	0	0	
10420800842	42	8	842	no I don't .	1	1	
10420800845	42	8	845	and get another one .	1	1	
10420800847	42	8	847	yep .	0	0	
10420800851	42	8	851	uhhuh .	0	0	
10420800852	42	8	852	maybe we can see if we have something .	2	3	
10420800859	42	8	859	more .	0	0	
10420800861	42	8	861	more .	0	0	
10420800863	42	8	863	yeah .	0	0	
10420800865	42	8	865	yeah, please .	0	0	
10420800867	42	8	867	I want it in the little cup please .	1	3	
10420800871	42	8	871	&um, could you put batteries in this ?	1	3	
10420800881	42	8	881	no .	0	0	
10420800883	42	8	883	what is Speed+Buggy ?	1	1	
10420800888	42	8	888	&oh .			
10420800890	42	8	890	I do not see it .	1	2	
10420800894	42	8	894	no .	0	0	
10420800896	42	8	896	no .	0	0	
10420800898	42	8	898	yeah it don't .	1	1	
10420800901	42	8	901	no .	0	0	
10420800903	42	8	903	no him don't .	1	1	
10420800905	42	8	905	no .	0	0	
10420800906	42	8	906	no .	0	0	
10420800907	42	8	907	Shaggy had longer hair .	1	2	
10420800910	42	8	910	but the car's &xxx .	1	1	
10420800915	42	8	915	I see it .	1	2	
10420800919	42	8	919	I like Franklin .	0	2	
10420800922	42	8	922	&xxx is a +...	1	0	
10420800923	42	8	923	I'm going to do +...	1	1	
10420800924	42	8	924	that way I want to go &xxx with this .	1	3	
10420800926	42	8	926	yep it is .	1	1	
10420800929	42	8	929	yep .	0	0	
10420800934	42	8	934	where's the +...	1	1	F interrupts C
10420800936	42	8	936	I got to do this .	1	2	
10420800937	42	8	937	coming over here and get &xxx .	2	1	
10420800941	42	8	941	okay .	0	0	
10420800942	42	8	942	where is it ?	1	1	
10420800946	42	8	946	I get it too .	1	2	
10420800948	42	8	948	right here .	0	0	
10420800950	42	8	950	it right here Dad .	1	1	
10420800951	42	8	951	I thought there I saw it .	2	3	
10420800954	42	8	954	I go and play &xxx .	2	1	
10420800957	42	8	957	I want play with +...	1	1	
10420800959	42	8	959	&um .			
10420800960	42	8	960	come here .	1	0	
10420800962	42	8	962	come here and I show you what I want to play with .	3	4	
10420800963	42	8	963	come on .	1	0	
10420800965	42	8	965	come on .	1	0	
10420800966	42	8	966	I want to show you what I want to play with .	2	4	
10420800968	42	8	968	I want to play with, &um +...	1	1	
10420800969	42	8	969	let's see .	1	0	
10420800971	42	8	971	&um .			
10420800973	42	8	973	I want to play with +...	1	1	
10420800975	42	8	975	&oh .			
10420800977	42	8	977	huhuh .	0	0	
10420800981	42	8	981	I want to play with my car here .	1	2	
10420800984	42	8	984	big &xxx .	0	0	
10420800986	42	8	986	I'll play with that .	1	2	
10420800990	42	8	990	okay .	0	0	
10420800992	42	8	992	&oh, this &xxx on .	0	0	
10420800993	42	8	993	I'm stuck .	1	1	
10420800996	42	8	996	look .	1	0	
10420800997	42	8	997	that fell down .	1	1	
10420800999	42	8	999	look Daddy this is what fell down .	2	2	
10420801004	42	8	1004	Daddy remember when we went to mall where the crocodile was ?	3	3	
10420801005	42	8	1005	we went there .	1	1	
10420801007	42	8	1007	the mall that had the crocodile .	1	2	
10420801009	42	8	1009	yeah .	0	0	
10420801012	42	8	1012	yeah that mall .	0	1	
10420801015	42	8	1015	&xxx that don't bite .	1	1	
10420801017	42	8	1017	yeah .	0	0	
10420801019	42	8	1019	yep .	0	0	
10420801020	42	8	1020	bigger than this one .	0	1	
10420801022	42	8	1022	yep .	0	0	
10420801023	42	8	1023	yep .	0	0	
10420801024	42	8	1024	mine isn't real .	1	1	
10420801026	42	8	1026	no .	0	0	
10420801027	42	8	1027	I'll &xxx a one like this .	1	3	
10420801029	42	8	1029	yep, I'm &xxx this one .	1	2	
10420801030	42	8	1030	I need to go &xxx .	1	1	
10420801031	42	8	1031	a gum+ball got +...	1	1	
10420801032	42	8	1032	and it had gum+ball and suckers .	1	3	
10420801035	42	8	1035	yeah .	0	0	
10420801037	42	8	1037	yeah .	0	0	
10420801039	42	8	1039	&xxx I do the &xxx .	1	2	
10420801041	42	8	1041	yeah .	0	0	
10420801043	42	8	1043	yeah .	0	0	
10420801044	42	8	1044	that was really fun !	1	1	
10420801046	42	8	1046	yep .	0	0	
10420801048	42	8	1048	no them didn't have rides !	1	2	
10420801053	42	8	1053	Daddy .	0	1	
10420801055	42	8	1055	Daddy I'm playing my snake .	1	2	
10420801057	42	8	1057	playing my snake .	1	1	
10420801059	42	8	1059	yeah .	0	0	
10420801061	42	8	1061	I find the snake .	1	2	
10420801064	42	8	1064	he might &xxx people .	1	2	
10420801066	42	8	1066	touch on this side .	1	1	
10420801068	42	8	1068	touch .	0	1	
10420801070	42	8	1070	yeah .	0	0	
10420801072	42	8	1072	huhuh .	0	0	
10420801073	42	8	1073	my ride is here .	1	1	
10420801075	42	8	1075	this ride is broken .	1	1	
10420801077	42	8	1077	how+about we have +...	1	1	
10420801078	42	8	1078	&xxx we all &xxx to you too .	0	2	
10420801079	42	8	1079	now, that was fun .	1	1	
10420801080	42	8	1080	I have a tiger .	1	2	
10420801081	42	8	1081	I have this .	1	2	
10420801083	42	8	1083	a tiger .	0	1	
10420801084	42	8	1084	we got +...	1	1	F interrupts C
10420801087	42	8	1087	he got &xxx .	1	1	
10420801089	42	8	1089	see ?	1	0	
10420801091	42	8	1091	see ?	1	0	
10420801096	42	8	1096	see ?	1	0	
10420801097	42	8	1097	someone bite this .	1	2	C talking to E.
10420801098	42	8	1098	I got &xxx .	1	1	
10420801099	42	8	1099	look .	1	0	
10420801100	42	8	1100	my snake got bite his tail off .	1	2	
10420801101	42	8	1101	look .	1	0	
10420801102	42	8	1102	&oh watch this one .	1	1	
10420801103	42	8	1103	watch this .	1	1	
10420801106	42	8	1106	you can .	1	1	
10420801109	42	8	1109	look .	1	0	
10420801110	42	8	1110	I drink a two of them .	1	2	
10420801111	42	8	1111	then you can &xxx .	1	1	
10420801113	42	8	1113	and here .	0	0	
10420801114	42	8	1114	I save you some &xxx .	1	2	
10420801116	42	8	1116	mmm .	0	0	
10420801117	42	8	1117	I'm going to eat +...	1	1	F interrupts C
10420801121	42	8	1121	&xxx let's go gang .	1	0	
10420801123	42	8	1123	he said let's go gang and &xxx .	2	1	
10420801134	42	8	1134	and this is +...	1	1	
10420801136	42	8	1136	I want this .	1	2	
10420801138	42	8	1138	I want this .	1	2	
10420801140	42	8	1140	I want that thing that you dip in &xxx .	2	3	
10420801142	42	8	1142	the thing you dip .	1	2	
10420801147	42	8	1147	let's go !	1	0	
10420801157	42	8	1157	yeah .	0	0	
10420801158	42	8	1158	Ruffles .	0	1	
10420801165	42	8	1165	no .	0	0	
10420801166	42	8	1166	Ruffles ?	0	1	
10420801169	42	8	1169	well I want dip too then .	1	2	
10420801178	42	8	1178	get the bowl !	1	1	
10420801183	42	8	1183	open the bag .	1	1	
10420801188	42	8	1188	hey I'll &xxx job .	1	2	
10420801192	42	8	1192	don't forget a spoon .	1	1	
10420801203	42	8	1203	I &xxx .	0	1	
10420801207	42	8	1207	thank+you .	0	0	
10420801210	42	8	1210	Wally+Gator .	0	1	
10420801214	42	8	1214	no .	0	0	
10420801215	42	8	1215	is that your friend ?	1	2	
10420801217	42	8	1217	I don't .	1	1	
10420801223	42	8	1223	no him not .	0	1	
10420801228	42	8	1228	no him not .	0	1	
10430800001	43	8	1	why did it +...	1	1	
10430800002	43	8	2	William's driving to the garage .	1	2	
10430800003	43	8	3	William's driving to the garage .	1	2	
10430800004	43	8	4	to the garage .	0	1	
10430800005	43	8	5	driving under the track .	1	1	
10430800006	43	8	6	the +...	0	0	
10430800007	43	8	7	&xxx jump off and &xxx with these ones .	1	1	
10430800008	43	8	8	come on .	1	0	
10430800010	43	8	10	and then they go off the track .	1	2	
10430800013	43	8	13	look, Mama .	1	0	
10430800014	43	8	14	&xxx come .	1	0	
10430800015	43	8	15	&xxx he goes on and &xxx .	1	1	
10430800017	43	8	17	Mom, look, the diesel truck is sharing with its friends .	1	2	
10430800019	43	8	19	it's letting Roomie go around for a little bit .	2	3	
10430800021	43	8	21	and it's letting +...	1	1	
10430800022	43	8	22	&xxx and Percy come on for a minute and then +...	1	2	
10430800023	43	8	23	then go off the track then they let Towie go on the track for a minute then go off +...	4	5	
10430800024	43	8	24	&xxx let Willie go on the track for minute then come off .	3	3	
10430800025	43	8	25	Mom ?	0	1	
10430800026	43	8	26	look .	1	0	
10430800027	43	8	27	Mama +...	0	1	
10430800029	43	8	29	&uh, why do the things that don't go on the track go on the track ?	2	4	
10430800031	43	8	31	yeah .	0	0	
10430800033	43	8	33	why do they go on the train track first they go on the road ?	2	4	
10430800042	43	8	42	&oh .			
10430800045	43	8	45	&oh .			
10430800046	43	8	46	but isn't it very nice ?	1	1	
10430800051	43	8	51	Mama, I think train +...	1	2	
10430800054	43	8	54	&vroom .			
10430800055	43	8	55	he's driving away .	1	1	
10430800056	43	8	56	Roomie's driving away .	1	1	
10430800057	43	8	57	&xxx train track .	0	1	
10430800058	43	8	58	Mama ?	0	1	
10430800060	43	8	60	but this is still a train track .	1	2	
10430800063	43	8	63	this is just a gray train track .	1	2	
10430800064	43	8	64	&ah !			
10430800065	43	8	65	I forgot .	1	1	
10430800066	43	8	66	I forgot +...	1	1	
10430800067	43	8	67	forgot about Roomie .	1	1	
10430800068	43	8	68	well that wasn't very nice .	1	1	
10430800069	43	8	69	let me put it here, Lilia, then driving away +...	3	2	
10430800070	43	8	70	then Roomie gets a flat tire .	1	2	
10430800071	43	8	71	and then a tow+truck comes to rescue .	2	1	
10430800072	43	8	72	broke down .	1	0	
10430800073	43	8	73	have a flat car tire .	1	1	
10430800074	43	8	74	hmm, it must +...	1	1	
10430800075	43	8	75	it must have a flat tire .	1	2	
10430800076	43	8	76	&ah, I do have a flat tire .	1	2	
10430800077	43	8	77	tow+truck ?	0	1	
10430800078	43	8	78	&xxx can you &xxx has broken down and now it has a flat tire .	2	3	
10430800079	43	8	79	I called the tow+truck for help because I have got a flat tire .	2	5	
10430800083	43	8	83	it's right there in the garage .	1	2	
10430800084	43	8	84	there goes &xxx .	1	0	
10430800085	43	8	85	where you take me to ?	1	2	
10430800086	43	8	86	&ah !			
10430800087	43	8	87	a broken up car that has a flat tire ?	1	2	
10430800089	43	8	89	and he's &xxx .	1	1	
10430800090	43	8	90	he has broken down .	1	1	
10430800092	43	8	92	don't worry .	1	0	
10430800093	43	8	93	don't worry, Roomie .	1	1	
10430800094	43	8	94	the tow+truck has come to save you .	2	2	
10430800095	43	8	95	hook .	0	1	
10430800096	43	8	96	hop on .	1	0	
10430800097	43	8	97	&xxx construction .	0	1	
10430800098	43	8	98	first I +...	0	1	
10430800099	43	8	99	first I +...	0	1	
10430800101	43	8	101	Roomie can't drive anymore because he has a flat tire .	2	3	
10430800104	43	8	104	no, instead I got the tow+truck .	1	2	
10430800107	43	8	107	yeah .	0	0	
10430800110	43	8	110	&xxx the phone is ringing .	1	1	
10430800112	43	8	112	is that your camera ?	1	2	
10430800115	43	8	115	Mom, did I used to do this &xxx my diaper ?	1	3	
10430800116	43	8	116	did I pee on my diaper when I was a baby ?	2	4	
10430800120	43	8	120	did you have to change my diaper and throw it away ?	2	3	
10430800122	43	8	122	but where did the diapers go ?	1	1	
10430800123	43	8	123	they just &xxx .	0	1	
10430800128	43	8	128	Mama, did he throw them out ?	1	2	
10430800129	43	8	129	&xxx throw mine in the trash ?	1	2	
10430800132	43	8	132	I'm just going to go say cheese .	1	2	
10430800141	43	8	141	no thank+you .	0	0	
10430800150	43	8	150	do you have to go ?	1	1	
10430800154	43	8	154	a tow +...	0	1	
10430800155	43	8	155	why did the tow come with the +...	1	2	
10430800156	43	8	156	why did the tow+truck come with the car ?	1	2	
10430800158	43	8	158	why did it come with the car ?	1	2	
10430800159	43	8	159	why did the tow+truck come with the car ?	1	2	
10430800170	43	8	170	is the video+camera ready yet ?	1	1	
10430800172	43	8	172	cheese .	0	1	
10430800175	43	8	175	yeah .	0	0	
10430800177	43	8	177	coffee .	0	1	
10430800179	43	8	179	yes .	0	0	
10430800181	43	8	181	I'll be right back, Lilia .	1	1	
10430800182	43	8	182	I'll help to +...	2	1	
10430800183	43	8	183	I'll help &xxx .	1	1	
10430800186	43	8	186	the coffee grinder has a very sharp blade so it can cut up the coffee beans .	2	4	
10430800188	43	8	188	I'm right here .	1	1	
10430800190	43	8	190	goodlooking .	0	0	
10430800192	43	8	192	one .	0	0	
10430800194	43	8	194	two .	0	0	
10430800196	43	8	196	three .	0	0	
10430800202	43	8	202	c@l .	0	1	
10430800203	43	8	203	o@l .	0	1	
10430800204	43	8	204	e@l e@l .	0	1	
10430800205	43	8	205	f@l f@l .	0	1	
10430800208	43	8	208	f@l f@l .	0	1	
10430800209	43	8	209	e@l e@l .	0	1	
10430800211	43	8	211	Mama, I want to spell it .	1	2	
10430800213	43	8	213	c@l o@l +...	0	1	
10430800214	43	8	214	e@l e@l f@l f@l .	0	1	
10430800218	43	8	218	o@l +...	0	1	
10430800219	43	8	219	e@l +...	0	1	
10430800224	43	8	224	e@l e@l .	0	1	
10430800229	43	8	229	how+come put the lid on ?	1	1	
10430800232	43	8	232	can you watch it ?	1	2	
10430800234	43	8	234	one .	0	0	
10430800235	43	8	235	two .	0	0	
10430800236	43	8	236	three .	0	0	
10430800237	43	8	237	four .	0	0	
10430800238	43	8	238	five .	0	0	
10430800240	43	8	240	you want &xxx, Mom ?	1	2	
10430800243	43	8	243	then what happens for the coffee beans ?	1	1	
10430800246	43	8	246	feeling kind+of sick .	1	0	
10430800249	43	8	249	my throat .	0	1	
10430800251	43	8	251	is that a prickly pear ?	1	2	
10430800258	43	8	258	well Mama ?	0	0	
10430800260	43	8	260	it +...	0	1	
10430800261	43	8	261	is it +...	1	1	
10430800262	43	8	262	did &xxx those leaves die ?	1	1	
10430800265	43	8	265	Christmas cactus die ?	0	1	
10430800272	43	8	272	did we have it since Christmas ?	1	3	
10430800277	43	8	277	Mama, I put the spout over it .	1	3	
10430800291	43	8	291	yes .	0	0	
10430800293	43	8	293	am I ready for you to take picture ?	2	3	child talking to experimenter about the camera
10430800294	43	8	294	how you &xxx .	0	1	
10430800295	43	8	295	how does it start ?	1	1	
10430800296	43	8	296	do you just say cheese and get it started ?	3	3	
10430800297	43	8	297	&oh .			
10430800298	43	8	298	it's going .	1	1	
10430800299	43	8	299	but how does it go ?	1	1	
10430800300	43	8	300	but what's taking it so long ?	1	1	
10430800301	43	8	301	what's taking it so long ?	1	1	
10430800302	43	8	302	I think the video is taking it so long .	2	3	
10430800303	43	8	303	yeah .	0	0	
10430800304	43	8	304	but do you have that &xxx to put the +...	2	3	C talking to E.
10430800305	43	8	305	this thing +...	0	1	
10430800307	43	8	307	the steam is causing the crack .	1	2	
10430800308	43	8	308	the steam +...	0	1	
10430800309	43	8	309	&ah !			
10430800310	43	8	310	there's the water .	1	1	
10430800312	43	8	312	hey Mommy talking on the phone .	1	2	
10430800313	43	8	313	&oh, I forgot about something .	1	2	
10430800314	43	8	314	&ah !			
10430800315	43	8	315	&oh .			
10430800317	43	8	317	now it's getting low .	1	2	
10430800318	43	8	318	now the water's coming here .	1	1	
10430800320	43	8	320	look, it's getting low .	1	1	
10430800321	43	8	321	it's getting low, Mama .	1	1	
10430800323	43	8	323	low .	0	0	
10430800325	43	8	325	yes .	0	0	
10430800329	43	8	329	now all the water's +...	1	1	
10430800340	43	8	340	Jack .	0	1	
10430800342	43	8	342	no, &xxx .	0	0	
10430800344	43	8	344	Jack is &xxx .	1	1	
10430800346	43	8	346	but how you going to start ?	1	1	
10430800347	43	8	347	you say cheese after start ?	1	3	
10430800354	43	8	354	hear Big_Rock_Candy_Mountain .	1	1	
10430800358	43	8	358	bless+you, Mom .	0	0	
10430800362	43	8	362	is that &xxx .	1	1	
10430800366	43	8	366	&oh, all these .	0	1	
10430800367	43	8	367	&xxx all these .	0	1	
10430800368	43	8	368	hear Big_Rock_Candy_Mountain again .	1	1	
10430800374	43	8	374	Mom, again .	0	1	
10430800376	43	8	376	put on a different one .	1	1	
10430800379	43	8	379	Dan+Zane .	0	1	
10430800380	43	8	380	but you stepping on me .	1	2	
10430800383	43	8	383	Mom .	0	1	
10430800384	43	8	384	Mama ?	0	1	
10430800385	43	8	385	these are not Toygear tracks .	1	2	
10430800386	43	8	386	Mama ?	0	1	
10430800387	43	8	387	these are not Toygear +...	1	2	
10430800403	43	8	403	I think &xxx .	1	1	
10430800421	43	8	421	one .	0	0	
10430800422	43	8	422	two .	0	0	
10430800423	43	8	423	three .	0	0	
10430800424	43	8	424	four .	0	0	
10430800425	43	8	425	stop .	1	0	
10430800427	43	8	427	&xxx Mama .	0	1	
10430800430	43	8	430	come on, Mama .	1	0	
10430800431	43	8	431	I don't want to go outside .	1	1	
10430800432	43	8	432	it's too chilly .	1	1	
10430800438	43	8	438	in a minute .	0	1	
10430800441	43	8	441	Mom ?	0	1	
10430800443	43	8	443	how+come +...	0	0	
10430800444	43	8	444	&xxx want to get the ones that I don't have .	2	2	
10430800445	43	8	445	Mama ?	0	1	
10430800450	43	8	450	&xxx Dan+Zane .	0	1	Dan Zane is name of musician that child is listening to
10430800451	43	8	451	Mama &xxx .	0	1	
10430800453	43	8	453	Dan+Zane again .	0	1	
10430800455	43	8	455	Dan+Zane again .	0	1	
10430800457	43	8	457	&xxx Dan+Zane .	0	1	
10430800463	43	8	463	the first song .	0	1	
10430800470	43	8	470	&xxx Jump+Up &xxx .	0	1	
10430800473	43	8	473	Mom, &xxx kleenex .	0	1	
10430800477	43	8	477	that's &xxx .	1	1	
10430800478	43	8	478	whoo .	0	0	
10430800481	43	8	481	Mama, I'm going to play Geo+Trax on the computer .	1	3	
10430800483	43	8	483	Mama, play Geo+Trax on the computer .	1	2	
10430800494	43	8	494	ow .	0	0	
10430800499	43	8	499	come on, Mama .	1	0	
10430800500	43	8	500	no .	0	0	
10430800504	43	8	504	stop .	1	0	
10430800506	43	8	506	no .	0	0	
10430800509	43	8	509	just for a minute ?	0	1	
10430800511	43	8	511	&oh, just in a minute go to go outside .	2	1	
10430800512	43	8	512	then for twenty minutes then &xxx twenty we can go outside .	1	2	
10430800521	43	8	521	yep .	0	0	
10430800523	43	8	523	Mama ?	0	1	
10430800525	43	8	525	how+come it has no wheels in front ?	1	2	
10430800529	43	8	529	Mama, what's this thing that it carries ?	2	3	
10430800535	43	8	535	how+come ?	0	0	
10430800537	43	8	537	looks like a sand+box to me .	1	2	
10430800540	43	8	540	I think you have the tarp over the sand+box and the truck for it doesn't get wet and he &xxx .	3	7	
10430800541	43	8	541	Mama, well how+come it's not happy ?	1	1	
10430800542	43	8	542	Mama, I don't know why it doesn't not look happy .	2	2	
10430800547	43	8	547	how+come ?	0	0	
10430800548	43	8	548	I think he's hard to carry .	3	2	
10430800550	43	8	550	&xxx push behind .	1	0	
10430800551	43	8	551	&xxx work .	0	1	
10430800556	43	8	556	Mom ?	0	1	
10430800563	43	8	563	Mom ?	0	1	
10430800568	43	8	568	stop it, Mom .	1	1	
10430800569	43	8	569	ew .	0	0	
10430800570	43	8	570	no .	0	0	
10430800571	43	8	571	take care .	1	1	
10430800574	43	8	574	take care .	1	1	
10430800576	43	8	576	no, take care .	1	1	
10430800577	43	8	577	stop it .	1	1	
10430800578	43	8	578	&oh, stop it .	1	1	
10430800579	43	8	579	stop it .	1	1	
10430800580	43	8	580	stop .	1	0	
10430800581	43	8	581	stop .	1	0	
10430800582	43	8	582	stop .	1	0	
10430800584	43	8	584	Mom, what's that red stuff ?	1	1	
10430800589	43	8	589	not yet .	0	0	
10430800590	43	8	590	first I have to play Geo+Trax on the computer .	1	3	
10430800591	43	8	591	play Geo+Trax &xxx .	1	1	
10430800592	43	8	592	Mama ?	0	1	
10430800595	43	8	595	yes .	0	0	
10430800597	43	8	597	yes .	0	0	
10430800598	43	8	598	yes Mom, yes .	0	1	
10430800600	43	8	600	turn off the music .	1	1	
10430800608	43	8	608	now what goes on this track, Mom ?	1	2	
10430800610	43	8	610	what goes on this track ?	1	2	
10430800637	43	8	637	yes .	0	0	
10430800639	43	8	639	yes .	0	0	
10430800640	43	8	640	&um, that was a different one of these, Mom .	1	2	
10430800657	43	8	657	you have to move these pieces out of the way .	1	3	
10430800665	43	8	665	it makes a boingy sound .	1	2	
10430800678	43	8	678	Mom .	0	1	
10430800681	43	8	681	Mom ?	0	1	
10430800683	43	8	683	Mom ?	0	1	
10430800684	43	8	684	I look +...	1	1	
10430800685	43	8	685	hey, I did it .	1	2	
10430800687	43	8	687	it's right there .	1	1	
10430800688	43	8	688	I did it .	1	2	
10430800689	43	8	689	look .	1	0	
10430800690	43	8	690	it's right there .	1	1	
10430800691	43	8	691	I did it .	1	2	
10430800692	43	8	692	and can do it again .	1	1	
10430800697	43	8	697	trying to +...	1	0	
10430800704	43	8	704	&xxx want medium .	1	0	
10430800708	43	8	708	I can't +...	1	1	
10430800714	43	8	714	Mom ?	0	1	
10430800719	43	8	719	now what you need help with ?	1	2	
10430800721	43	8	721	now what you need help with ?	1	2	
10430800724	43	8	724	I want to do +...	1	1	
10430800725	43	8	725	I want to do the Geo +...	1	2	
10430800726	43	8	726	I want to +...	1	1	
10430800727	43	8	727	Mama, I want to +...	1	1	
10430800729	43	8	729	Mama, I going to +...	1	1	
10430800730	43	8	730	I want to do the +...	1	2	
10430800731	43	8	731	the Geo+Trax with that road and it goes ding+dong and it goes &xxx rolling on a track kind of bump .	3	6	mother and child are watching Geo Trax train video online
10430800733	43	8	733	how+come the +...	0	0	
10430800735	43	8	735	how+come the &xxx didn't work ?	1	1	
10430800737	43	8	737	Mama .	0	1	
10430800738	43	8	738	no .	0	0	
10430800739	43	8	739	no .	0	0	
10430800741	43	8	741	did you +...	1	1	
10430800744	43	8	744	did you click on +...	1	1	
10430800746	43	8	746	Mom ?	0	1	
10430800748	43	8	748	next time you click on, click on that then click on low .	3	4	
10430800750	43	8	750	no, low .	0	1	
10430800751	43	8	751	low .	0	0	
10430800752	43	8	752	no, the &xxx .	0	0	
10430800754	43	8	754	yes .	0	0	
10430800756	43	8	756	because I don't like high .	1	2	
10430800758	43	8	758	high .	0	0	
10430800759	43	8	759	yes .	0	0	
10430800761	43	8	761	yeah .	0	0	
10430800763	43	8	763	I'm sorry, Mama .	1	1	
10430800765	43	8	765	because I don't want to do it .	1	2	
10430800767	43	8	767	I don't want to say what he say .	2	2	
10430800772	43	8	772	look, this is called air and sea .	1	3	
10430800775	43	8	775	yes .	0	0	
10430800777	43	8	777	okay .	0	0	
10430800781	43	8	781	I want elevation .	1	2	
10430800786	43	8	786	which one +...	0	1	
10430800792	43	8	792	Mom, click on the arrow .	1	1	
10430800798	43	8	798	is that a beautiful song ?	1	2	
10430800799	43	8	799	let's try it again .	1	1	
10430800802	43	8	802	&xxx beautiful &xxx .	0	0	
10430800805	43	8	805	&oh, Mom .	0	1	
10430800808	43	8	808	stop +...	1	0	
10430800810	43	8	810	stop it, Mom .	1	1	
10430800811	43	8	811	stop it .	1	1	
10430800812	43	8	812	&oh, stop it, Mom .	1	1	
10430800813	43	8	813	there it is .	1	1	
10430800814	43	8	814	come on, just +...	1	0	
10430800815	43	8	815	&oh &xxx .			
10430800816	43	8	816	stop it .	1	1	
10430800817	43	8	817	does it sound beautiful ?	1	1	
10430800818	43	8	818	Mommy, it's beautiful .	1	1	
10430800820	43	8	820	Mommy +...	0	1	
10430800821	43	8	821	come on .	1	0	
10430800822	43	8	822	ow, Mommy, stop it .	1	1	
10430800823	43	8	823	stop it .	1	1	
10430800824	43	8	824	want to go outside .	1	0	
10430800825	43	8	825	is a little chilly .	1	0	
10430800831	43	8	831	&oh, &xxx .			
10430800833	43	8	833	&oh &xxx .			
10430800835	43	8	835	come on, Mommy .	1	0	
10430800836	43	8	836	stop it .	1	1	
10430800839	43	8	839	come on &xxx .	1	0	
10430800841	43	8	841	&ah !			
10430800851	43	8	851	come on .	1	0	
10430800853	43	8	853	no, I'll put them back on .	1	2	
10430800859	43	8	859	I don't want to go outside .	1	1	
10430800861	43	8	861	well I want to go out for a minute .	1	2	
10430800865	43	8	865	well put my sock on for my shoes on .	1	2	
10430800866	43	8	866	Mom, put my sock on .	1	1	
10430800868	43	8	868	please .	0	0	
10430800869	43	8	869	put my sock on, please .	1	1	
10430800875	43	8	875	socks .	0	1	
10430800877	43	8	877	hmmm .	0	0	
10430800878	43	8	878	I want to stay inside .	1	1	
10430800880	43	8	880	&oh, just for a minute .	0	1	
10430800882	43	8	882	no .	0	0	
10430800883	43	8	883	first I'm going to play with the barn and then go outside .	2	2	
10430800885	43	8	885	the barn .	0	1	
10430800886	43	8	886	after I do my video+tape .	1	2	
10430800887	43	8	887	after &xxx .	0	0	
10430800890	43	8	890	no .	0	0	
10430800894	43	8	894	but what+about my Pete toy ?	0	1	
10430800896	43	8	896	what+about that ?	0	1	
10430800902	43	8	902	yes .	0	0	
10430800908	43	8	908	I'm going to come outside and keep you company .	2	3	
10430800909	43	8	909	Mama, I'm going to come outside and keep you company .	2	3	
10430800912	43	8	912	&ooh .			
10430800913	43	8	913	see, it is cold .	1	1	
10430800917	43	8	917	Mommy, getting blue sky .	1	1	
10430800919	43	8	919	you getting blue sky .	1	2	
10430800925	43	8	925	Mama .	0	1	
10430800928	43	8	928	shoo .	0	0	
10430800931	43	8	931	shoo flied away .	1	0	
10430800933	43	8	933	&xxx this &xxx .	0	1	
10430800936	43	8	936	&xxx cuts it off .	1	1	
10430800937	43	8	937	instead+of &xxx .	0	0	
10430800938	43	8	938	cuts it .	1	1	
10430800939	43	8	939	cuts it .	1	1	
10430800940	43	8	940	&xxx cuts it .	1	1	
10430800941	43	8	941	&xxx cut the grass .	1	1	
10430800942	43	8	942	after I get my video+tape, can you get the barn thingy outside ?	2	4	
10430800943	43	8	943	can you bring it outside ?	1	2	
10430800945	43	8	945	can she bring the barn thingy outside ?	1	2	
10430800948	43	8	948	well it's time to play &xxx .	2	2	
10430800950	43	8	950	come on .	1	0	
10430800955	43	8	955	I'm going to follow this line .	1	2	
10430800957	43	8	957	I want to go out front .	1	2	
10430800960	43	8	960	then I'll go with you .	1	2	
10430800966	43	8	966	no .	0	0	
10430800967	43	8	967	no, it's supposed to +...	1	1	
10430800968	43	8	968	I'm supposed to balance .	1	1	
10430800970	43	8	970	&ah !			
10430800971	43	8	971	&um, I was waiting for you and I ran into it .	2	4	
10430800973	43	8	973	I ran into it, Mom .	1	2	
10430800974	43	8	974	I ran into it .	1	2	
10430800992	43	8	992	what ?	0	0	
10430800996	43	8	996	&xxx that bug .	0	1	
10430800998	43	8	998	was that bug a dragon+fly ?	1	2	
10430801000	43	8	1000	I heard it .	1	2	
10430801003	43	8	1003	Lilia, is the video on ?	1	1	
10430801004	43	8	1004	the video ?	0	1	
10430801005	43	8	1005	okay .	0	0	
10430801006	43	8	1006	okay .	0	0	
10430801007	43	8	1007	want to watch the video .	1	1	
10430801013	43	8	1013	really fast .	0	0	
10430801015	43	8	1015	Mom ?	0	1	
10430801017	43	8	1017	follow my tracks .	1	1	
10430801018	43	8	1018	they know where I am .	2	2	
10430801020	43	8	1020	yeah .	0	0	
10430801022	43	8	1022	&xxx go fast .	1	0	
10430801024	43	8	1024	what made those tracks &xxx .	1	2	
10430801030	43	8	1030	I'm waiting for my video to be &xxx .	2	2	
10430801034	43	8	1034	&oh Mama, can I water the plants ?	1	2	
10430801043	43	8	1043	&xxx Mommy ?	0	1	
10430801046	43	8	1046	&ah !			
10430801048	43	8	1048	it was splashing in the grass .	1	2	
10430801056	43	8	1056	I think they're its babies .	2	3	
10430801060	43	8	1060	want to water the +...	1	1	
